"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"43","1069_at","PTGS2","5743","prostaglandin-endoperoxide synthase 2",0.547176071482748,4.78342310754735,1.96915348492117,0.0552138334518337,0.219971813400779,-4.41239773390591
"44","107_at","RAB40AL","282808","RAB40A like",-0.0447791478369153,6.38468585390373,-0.617885666466748,0.539816368804208,0.741250309380162,-6.0519276367332
"45","1071_at","GATA2","2624","GATA binding protein 2",0.0704801918495539,6.84063201298095,1.0510102458596,0.298957150228663,0.53729404014339,-5.7022285669591
"46","1072_g_at","GATA2","2624","GATA binding protein 2",0.122053231874305,7.40012038567017,1.47759037553085,0.146596701806663,0.365835547257005,-5.19100555832401
"47","1075_f_at","IFNA16","3449","interferon alpha 16",0.035419905694023,4.24440785151624,0.572781996795891,0.569690103184797,0.762001517575635,-6.07814261658471
"48","1076_at","IL1A","3552","interleukin 1 alpha",-0.0320503852281075,3.71433180105531,-0.329658098627948,0.74321303814114,0.87038391070557,-6.18558482513088
"49","1077_at","RAG1","5896","recombination activating 1",0.0995857103140385,3.70513839537985,1.7990569232904,0.0788284283412111,0.266344538183183,-4.70354885283413
"50","1078_at","PRLR","5618","prolactin receptor",0.045312068527033,4.37105630346251,0.919910379959265,0.36260499428555,0.598792311357211,-5.82656419988568
"51","1079_g_at","PRLR","5618","prolactin receptor",-0.112969650738552,6.79898559433011,-1.16809446804071,0.24902077114154,0.489587096471969,-5.57794155953848
"52","108_g_at","RAB40B","10966","RAB40B, member RAS oncogene family",-0.0493527201649009,8.05677637837676,-0.775069474910528,0.442418906000115,0.663033709932968,-5.94538626266864
"53","108_g_at","RAB40A","142684","RAB40A, member RAS oncogene family",-0.0493527201649009,8.05677637837676,-0.775069474910528,0.442418906000115,0.663033709932968,-5.94538626266864
"54","108_g_at","RAB40AL","282808","RAB40A like",-0.0493527201649009,8.05677637837676,-0.775069474910528,0.442418906000115,0.663033709932968,-5.94538626266864
"55","1080_s_at","CYP1A2","1544","cytochrome P450 family 1 subfamily A member 2",0.167182938851917,5.08001209702099,2.46296949194307,0.0177373047378441,0.118409571182916,-3.44777851586111
"56","1082_at","PLCG1","5335","phospholipase C gamma 1",0.112620491470826,6.15351992440116,1.12424568159797,0.266967739644718,0.506412095447193,-5.62593661559817
"57","1084_at","ABL2","27","ABL proto-oncogene 2, non-receptor tyrosine kinase",0.162800739938029,5.67150700734544,2.87053710190696,0.00626277406455291,0.066378261235518,-2.53204988895622
"58","1086_at","CSF2RB","1439","colony stimulating factor 2 receptor beta common subunit",0.00120439268491879,5.83987590137301,0.0162389297125281,0.987116741337202,0.993402776203819,-6.23887701495813
"59","1087_at","EPOR","2057","erythropoietin receptor",0.431728421604852,6.6009501526262,2.55264701517339,0.0142136345238601,0.105994913142794,-3.2549581403407
"60","1088_at","BDNF","627","brain derived neurotrophic factor",0.264756684284926,3.60573334070855,2.72382802177775,0.00920149140130227,0.0818154937197132,-2.87307131024431
"61","1089_i_at",NA,NA,NA,-0.885769085692518,8.75278069126567,-3.96923036269416,0.000261109320246779,0.0101796116110195,0.353481910650799
"62","1092_at","EDN2","1907","endothelin 2",0.168714658576299,9.04681815377607,2.40081946633767,0.0206252409236159,0.128907755772599,-3.57837706284407
"63","1094_g_at","PPP2R1B","5519","protein phosphatase 2 scaffold subunit Abeta",0.26983736132542,7.08187684951903,3.16245880955463,0.00282425894751413,0.0418756479584874,-1.81869443104729
"64","1095_s_at","HGF","3082","hepatocyte growth factor",0.0379783785874301,2.83972404260464,0.58576140521278,0.561010280443986,0.756864346922317,-6.07079900815609
"65","1096_g_at","CD19","930","CD19 molecule",-0.127735326349996,6.29908808832419,-1.49279329728341,0.142584065792124,0.360640540498376,-5.16987259419935
"66","1098_at","THPO","7066","thrombopoietin",-0.0420515795590903,3.82931531210321,-0.951711815327838,0.346410368357443,0.582767404669161,-5.79785772911512
"67","1099_s_at","GSTT2","2953","glutathione S-transferase theta 2 (gene/pseudogene)",-0.172079695111679,5.63445650758905,-1.19266376252939,0.239354257997723,0.479513176607945,-5.55029631070519
"68","1099_s_at","GSTT2B","653689","glutathione S-transferase theta 2B (gene/pseudogene)",-0.172079695111679,5.63445650758905,-1.19266376252939,0.239354257997723,0.479513176607945,-5.55029631070519
"69","110_at","CSPG4","1464","chondroitin sulfate proteoglycan 4",0.0585888159939856,7.9549987245662,0.92660187289964,0.359157272155757,0.595037679723134,-5.82060173842498
"70","1108_s_at","EPHA1","2041","EPH receptor A1",0.529152695100834,6.59379089425812,4.104006674579,0.000171742674650399,0.00797887842646646,0.739630817797308
"71","1109_s_at","PDGFA","5154","platelet derived growth factor subunit A",0.128938420928982,6.52592029860758,1.79947927914004,0.078760606287502,0.266276761705775,-4.70285364441762
"72","1111_at","NCAM1","4684","neural cell adhesion molecule 1",-0.0547982065127552,5.73767881947707,-0.874054375548252,0.386805475783249,0.617941692445341,-5.86630471494577
"73","1112_g_at","NCAM1","4684","neural cell adhesion molecule 1",0.0786014324913831,6.14336469041247,0.954727092738989,0.344899957589368,0.581087115007775,-5.79508734975263
"74","1113_at","BMP2","650","bone morphogenetic protein 2",-0.027203129378333,4.67800904552676,-0.184950096781996,0.854112860789821,0.92983386035994,-6.22217696799222
"75","1115_at","PF4","5196","platelet factor 4",0.15593724173887,4.3591027293026,2.08134259337483,0.0432172803114859,0.19573015095373,-4.20841263446244
"76","1117_at","CDA","978","cytidine deaminase",0.265624641588119,6.16919099900324,3.06511403780145,0.00369940390268219,0.0484296555520632,-2.06147828887268
"77","1118_at","PTGER4","5734","prostaglandin E receptor 4",0.0560020128986078,6.15834809484068,0.765124659249301,0.448256988685093,0.667476685875907,-5.95282194248603
"78","112_g_at","TAF1","6872","TATA-box binding protein associated factor 1",0.0793543131701098,4.49642901009265,0.721262632886105,0.47453987656803,0.687694258348523,-5.98450111469726
"79","1123_at","GHRHR","2692","growth hormone releasing hormone receptor",0.0878743148798149,7.08890176718153,1.68361966454611,0.099294723959375,0.29971201195101,-4.88826064435812
"80","1125_s_at","CD44","960","CD44 molecule (Indian blood group)",0.342643559837033,5.36913132718524,1.8684521827329,0.0683251547507557,0.247176918771071,-4.58745432930409
"81","1127_at","RPS6KA1","6195","ribosomal protein S6 kinase A1",0.392631003734298,8.17144450977539,3.80266015080505,0.000434963429591918,0.0141808252630114,-0.115634836986593
"82","1128_s_at","CCR1","1230","C-C motif chemokine receptor 1",0.110319700216102,6.30782998572383,1.08368415725747,0.284371556434499,0.5237434513123,-5.66879151553999
"83","1129_at","GBX1","2636","gastrulation brain homeobox 1",-0.0227934665582383,6.33765161471138,-0.374616691550467,0.709734071517778,0.850734777190198,-6.17004541527051
"84","113_i_at","MAPT","4137","microtubule associated protein tau",0.125775451832383,4.94426592263227,1.1706707504646,0.247994103096497,0.489058056159523,-5.57506804711168
"85","1132_s_at","RARG","5916","retinoic acid receptor gamma",0.131401725222428,7.15859168100873,1.60766464824808,0.115018077314879,0.32340238833149,-5.00394589862427
"86","1133_at","EN2","2020","engrailed homeobox 2",0.202193690369734,5.07352825085549,2.26272636488658,0.0286090857976258,0.156368287570357,-3.85937411778368
"87","1139_at","GNA13","10672","G protein subunit alpha 13",0.0749998804556951,5.80966460251724,0.507378172775648,0.61440780928146,0.788699870307193,-6.11267819132728
"88","114_r_at","MAPT","4137","microtubule associated protein tau",0.154803126522276,6.07340491141602,1.39256520002967,0.170706245689081,0.399532879813864,-5.30557819204773
"89","1140_at","ITGAE","3682","integrin subunit alpha E",-0.167461167900367,5.88350162854655,-1.51709092541494,0.136352576938895,0.354852531672129,-5.13569349612009
"90","1142_at",NA,NA,NA,0.0934128983207794,6.76065597500935,1.61905432871036,0.112538541297575,0.320187368167779,-4.98689868319309
"91","1144_at","FGFR2","2263","fibroblast growth factor receptor 2",0.134558319482525,4.72075623856417,2.49617103561799,0.0163494611973298,0.113509646544351,-3.37698633036023
"92","1145_g_at","FGFR2","2263","fibroblast growth factor receptor 2",0.227836085343697,6.61974228392569,1.90557827091507,0.0632115514154364,0.238409708470803,-4.52381474392424
"93","1146_at","CD4","920","CD4 molecule",-0.0391761681764926,6.85350692329477,-0.219359478891125,0.827378274799036,0.916441401018364,-6.21533600680322
"94","1148_s_at","NRG1","3084","neuregulin 1",0.141498673961472,4.77752285784795,1.54815774561138,0.128703873997149,0.343242333760904,-5.09127193135865
"95","1149_at","TFEB","7942","transcription factor EB",0.112471491202918,5.22901452458257,1.2412749031782,0.221041037336735,0.458787707800558,-5.49401657266374
"96","1152_i_at","CGB3","1082","chorionic gonadotropin subunit beta 3",0.204723173576181,5.37420325331855,1.17337917336919,0.246918082676705,0.487798834487112,-5.57204074904262
"97","1152_i_at","CGB5","93659","chorionic gonadotropin subunit beta 5",0.204723173576181,5.37420325331855,1.17337917336919,0.246918082676705,0.487798834487112,-5.57204074904262
"98","1152_i_at","CGB7","94027","chorionic gonadotropin subunit beta 7",0.204723173576181,5.37420325331855,1.17337917336919,0.246918082676705,0.487798834487112,-5.57204074904262
"99","1152_i_at","CGB8","94115","chorionic gonadotropin subunit beta 8",0.204723173576181,5.37420325331855,1.17337917336919,0.246918082676705,0.487798834487112,-5.57204074904262
"100","1152_i_at","CGB1","114335","chorionic gonadotropin subunit beta 1",0.204723173576181,5.37420325331855,1.17337917336919,0.246918082676705,0.487798834487112,-5.57204074904262
"101","1152_i_at","CGB2","114336","chorionic gonadotropin subunit beta 2",0.204723173576181,5.37420325331855,1.17337917336919,0.246918082676705,0.487798834487112,-5.57204074904262
"102","1153_f_at","CGB3","1082","chorionic gonadotropin subunit beta 3",-0.0666589160761735,8.7050829015227,-0.929140190489756,0.357855022247966,0.59383851655532,-5.8183291086436
"103","1153_f_at","CGB5","93659","chorionic gonadotropin subunit beta 5",-0.0666589160761735,8.7050829015227,-0.929140190489756,0.357855022247966,0.59383851655532,-5.8183291086436
"104","1153_f_at","CGB7","94027","chorionic gonadotropin subunit beta 7",-0.0666589160761735,8.7050829015227,-0.929140190489756,0.357855022247966,0.59383851655532,-5.8183291086436
"105","1153_f_at","CGB8","94115","chorionic gonadotropin subunit beta 8",-0.0666589160761735,8.7050829015227,-0.929140190489756,0.357855022247966,0.59383851655532,-5.8183291086436
"106","1153_f_at","CGB1","114335","chorionic gonadotropin subunit beta 1",-0.0666589160761735,8.7050829015227,-0.929140190489756,0.357855022247966,0.59383851655532,-5.8183291086436
"107","1153_f_at","CGB2","114336","chorionic gonadotropin subunit beta 2",-0.0666589160761735,8.7050829015227,-0.929140190489756,0.357855022247966,0.59383851655532,-5.8183291086436
"108","1155_at",NA,NA,NA,-0.16233042596847,8.30223769427191,-1.70569073730145,0.0950733307167598,0.292513145003276,-4.85376756151293
"109","1156_at","SP1","6667","Sp1 transcription factor",0.418666570398527,6.0737764599673,3.26369564231601,0.00212364681887133,0.0355535465922152,-1.56128586437733
"110","1157_s_at","IFNAR1","3454","interferon alpha and beta receptor subunit 1",0.36914112180276,5.76646975601543,3.24247396738686,0.00225525476398709,0.0367243631325596,-1.61564926889313
"111","1159_at","IL7","3574","interleukin 7",-0.012713094949345,3.20957190948752,-0.176969527800946,0.860339473174154,0.932243452467621,-6.22359752158037
"112","1167_s_at","MMP15","4324","matrix metallopeptidase 15",0.100255409479129,8.75236013577769,1.23323972243475,0.223994355614642,0.461478705089645,-5.5034638602667
"113","1168_at","PCDHB17P","54661","protocadherin beta 17 pseudogene",-0.01977758267829,4.66561447294076,-0.243282065480043,0.80891063790413,0.90902576220833,-6.20989534133255
"114","1172_at","SAT1","6303","spermidine/spermine N1-acetyltransferase 1",-0.0600553955568239,6.18533396730504,-0.942149238207653,0.351229215344114,0.588372258276272,-5.80658806989375
"115","1174_at","MOS","4342","MOS proto-oncogene, serine/threonine kinase",0.0284945441447952,4.7707006563359,0.501820485248643,0.618280425919577,0.791847777280414,-6.11542249248676
"116","1175_s_at","CYP2C8","1558","cytochrome P450 family 2 subfamily C member 8",-0.0733909646333712,5.26258890456935,-1.06097849714451,0.294453563314717,0.533525000288725,-5.69213037887256
"117","1176_at","ITGB3","3690","integrin subunit beta 3",-0.0284890844137857,5.98819286501597,-0.348474747849878,0.729135424691842,0.861737985648348,-6.17932110060632
"118","118_at","ITPKA","3706","inositol-trisphosphate 3-kinase A",0.205924603528609,6.14627313080893,2.51067115504509,0.0157748952951063,0.111711490572588,-3.34584823899332
"119","1181_at","GNL1","2794","G protein nucleolar 1 (putative)",0.105101636627132,7.38304422821242,1.26248840358914,0.213382931970991,0.450268677417969,-5.46880105855383
"120","1183_at","CCL17","6361","C-C motif chemokine ligand 17",0.102679594585771,5.21979645631663,0.995646268297185,0.324833002336199,0.561810185370013,-5.75666294377652
"121","1185_at","IL3RA","3563","interleukin 3 receptor subunit alpha",0.0368404023961508,6.51981518004778,0.661699786633357,0.511593186974838,0.720899044873592,-6.02459530979184
"122","1186_at","GDF10","2662","growth differentiation factor 10",-0.068703545410314,3.72416809561054,-0.528523732339516,0.599775587277535,0.781336124464114,-6.10196399483848
"123","1187_at","LIG3","3980","DNA ligase 3",0.030165739493178,7.48303498931361,0.560744670492661,0.577798703895433,0.76860600673277,-6.08480836587083
"124","1188_g_at","LIG3","3980","DNA ligase 3",0.09468033447535,6.23356830180207,1.07597915882439,0.287765392199872,0.527034185779989,-5.67676386011516
"125","1190_at","PTPRO","5800","protein tyrosine phosphatase receptor type O",0.593556313356061,3.99435589529844,3.85214380509246,0.000374113459926386,0.012895398238717,0.0227421268945749
"126","1193_at","UBE3A","7337","ubiquitin protein ligase E3A",0.0223907498042601,6.95773287366073,0.277249983944188,0.782878667627694,0.89414313241388,-6.20120634546115
"127","1194_g_at","UBE3A","7337","ubiquitin protein ligase E3A",0.133490155815299,5.13520194864574,2.0547094679589,0.0458379028123938,0.201217565495351,-4.25767770971267
"128","1198_at","EDNRB","1910","endothelin receptor type B",-0.0134933598853748,3.27151304740061,-0.198402345045866,0.843638567242038,0.9252970710947,-6.21964088280408
"129","1200_at","GLI2","2736","GLI family zinc finger 2",0.104030903799718,5.86931948343094,1.40037982009205,0.168369393184452,0.396896138267789,-5.29530559071518
"130","1201_at","RAB33A","9363","RAB33A, member RAS oncogene family",0.0261811378651666,4.49277124592962,0.373805229841457,0.710333462395227,0.851270217724288,-6.17034336062768
"131","1202_g_at","RAB33A","9363","RAB33A, member RAS oncogene family",0.0649521468932086,6.52057650040753,0.988180887571813,0.328434281050087,0.56652881090787,-5.76378809901986
"132","1203_at","INHBA","3624","inhibin subunit beta A",0.0975007911720551,4.22185470572508,1.51557762288215,0.136734232945004,0.354852531672129,-5.1378367089272
"133","1204_at","DGKG","1608","diacylglycerol kinase gamma",-0.0738476742528622,4.82827400380344,-1.13540969865063,0.26231330689517,0.502232984707587,-5.61388084562893
"134","1205_at",NA,NA,NA,0.109925210039179,4.36708980666952,1.48355676442538,0.145011416494841,0.363833774508884,-5.18273517180614
"135","1206_at","CDK5","1020","cyclin dependent kinase 5",0.603280409744703,7.10064708344526,5.02034221066578,8.89783796248224e-06,0.00122568721685974,3.48527075571022
"136","1207_at","CDK6","1021","cyclin dependent kinase 6",-0.0404124173497866,6.14598022114403,-0.490975843924853,0.625868595644605,0.798447922361252,-6.12069138332768
"137","1208_at","PTK6","5753","protein tyrosine kinase 6",0.191535871864315,6.53145385702764,1.99396324970663,0.0523380393867367,0.214863453299747,-4.36809176688983
"138","1209_at","TRAF6","7189","TNF receptor associated factor 6",0.0842698406481501,5.91525325866909,1.32991796223939,0.1903566885859,0.42500542205302,-5.38602665027528
"139","1210_s_at","TNFRSF25","8718","TNF receptor superfamily member 25",0.0514194575880618,7.10908434182798,0.647565511054199,0.520610101098222,0.728514385949445,-6.0336132013885
"140","1212_at","GSTZ1","2954","glutathione S-transferase zeta 1",0.268393527414632,7.17465396714853,3.75833022215756,0.000497500994601778,0.0150737393744832,-0.238863504417657
"141","1214_s_at","IFNB1","3456","interferon beta 1",0.0489695573623297,3.86711702534902,0.642769856848372,0.523688607053779,0.729808521938822,-6.03662953066132
"142","1217_g_at","PRKCB","5579","protein kinase C beta",-0.00361036577356355,4.45102305967626,-0.0345462403301477,0.972596861547608,0.986262028033065,-6.23841940132961
"143","1219_at","IRF2","3660","interferon regulatory factor 2",-0.160014854636828,6.62587126007868,-1.31778136722433,0.194355478702589,0.428781873275399,-5.40121840514442
"144","122_at","PRIM2","5558","DNA primase subunit 2",0.317080331050705,5.44125929938568,3.71551470616927,0.000566075112131952,0.0163516515551069,-0.357204676752709
"145","1221_at","RAB5B","5869","RAB5B, member RAS oncogene family",0.147858123466354,6.57949246671024,1.13659191545015,0.261823838910998,0.502232984707587,-5.61259762939551
"146","1223_at","CDK18","5129","cyclin dependent kinase 18",0.0210815080978737,6.38449804559052,0.278879795639677,0.78163566766282,0.89318693050289,-6.20076102532556
"147","1227_g_at","ADAM17","6868","ADAM metallopeptidase domain 17",0.268630287378293,5.45860414524137,1.87280965920834,0.0677073010827114,0.246221229281326,-4.5800398505184
"148","1233_s_at","AXL","558","AXL receptor tyrosine kinase",-0.0585565334248077,8.62451566048699,-0.836839098411846,0.407177600152346,0.63462383340166,-5.89711515044113
"149","1234_at","EPHA3","2042","EPH receptor A3",-0.0647160437603933,4.29400388072764,-1.01955081061014,0.313480920836874,0.55096347215182,-5.73350377791143
"150","1236_s_at","NF1","4763","neurofibromin 1",0.0516179911860091,7.00883059850164,0.63344335272239,0.52970316750634,0.734600785783046,-6.04243265181057
"151","1239_s_at","CASP2","835","caspase 2",0.191081368250683,5.23582713866337,2.8277272698151,0.00701468942908668,0.0712329573172281,-2.63282403579876
"152","1240_at","CASP2","835","caspase 2",0.242269817104638,6.40013536960374,3.81838193898323,0.000414662912193509,0.0139094421249157,-0.0717630676026717
"153","1246_at","PTPRS","5802","protein tyrosine phosphatase receptor type S",-0.00936307493353539,8.56270505226111,-0.0972494050570843,0.922967272297982,0.961065099563177,-6.23435233516583
"154","1247_g_at","PTPRS","5802","protein tyrosine phosphatase receptor type S",0.32707907666358,5.777566929119,2.38008473558524,0.0216791744123355,0.132960833166964,-3.62138444379314
"155","1249_at","GAB1","2549","GRB2 associated binding protein 1",-0.0865077771802127,4.34668155358845,-0.845153092226279,0.402569873053785,0.630711029092381,-5.890344410791
"156","1251_g_at","RAP1GAP","5909","RAP1 GTPase activating protein",0.685201155002915,6.6347334397158,4.86578249038288,1.48225354930318e-05,0.00144974798901145,3.01045722243251
"157","1254_at","GUCA1A","2978","guanylate cyclase activator 1A",-0.107627685748633,7.93015262808005,-1.13290373707792,0.263352999380127,0.50320420228579,-5.61659674066361
"158","1255_g_at","GUCA1A","2978","guanylate cyclase activator 1A",-0.0144749180638444,4.66942817865545,-0.198167461909883,0.843821214497998,0.92531535618142,-6.2196866881818
"159","1256_at","PTPRD","5789","protein tyrosine phosphatase receptor type D",-0.276128139561579,5.73783386208199,-2.63716752334217,0.0114896586824249,0.0947768504668832,-3.06862155432617
"160","1259_at","ZNF23","7571","zinc finger protein 23",-0.00927500273715065,6.55697159551709,-0.12054012478583,0.904600701080353,0.954718572429461,-6.23185634552568
"161","126_s_at","SSX2","6757","SSX family member 2",0.145409062220126,2.90404687281458,1.91954284509605,0.0613746039072519,0.233718180862657,-4.49960432284242
"162","126_s_at","SSX4","6759","SSX family member 4",0.145409062220126,2.90404687281458,1.91954284509605,0.0613746039072519,0.233718180862657,-4.49960432284242
"163","126_s_at","SSX4B","548313","SSX family member 4B",0.145409062220126,2.90404687281458,1.91954284509605,0.0613746039072519,0.233718180862657,-4.49960432284242
"164","126_s_at","SSX2B","727837","SSX family member 2B",0.145409062220126,2.90404687281458,1.91954284509605,0.0613746039072519,0.233718180862657,-4.49960432284242
"165","1260_s_at","GSTA2","2939","glutathione S-transferase alpha 2",-1.37532328725938,5.31821766120501,-3.25850235441565,0.00215516360724446,0.0357580302606794,-1.57460900329504
"166","1260_s_at","GSTA1","2938","glutathione S-transferase alpha 1",-1.37532328725938,5.31821766120501,-3.25850235441565,0.00215516360724446,0.0357580302606794,-1.57460900329504
"167","1260_s_at","GSTA3","2940","glutathione S-transferase alpha 3",-1.37532328725938,5.31821766120501,-3.25850235441565,0.00215516360724446,0.0357580302606794,-1.57460900329504
"168","1261_i_at","GSTA2","2939","glutathione S-transferase alpha 2",-0.159476143266251,7.05089088173528,-1.51300189648494,0.137385792623573,0.355583005513658,-5.1414801633421
"169","1261_i_at","GSTA1","2938","glutathione S-transferase alpha 1",-0.159476143266251,7.05089088173528,-1.51300189648494,0.137385792623573,0.355583005513658,-5.1414801633421
"170","1263_at","IL3","3562","interleukin 3",-0.0301552774986513,6.25360549256607,-0.442747582894537,0.660104108671329,0.820955416960761,-6.1427432932477
