"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"19","1027_at","COL11A2","1302","collagen type XI alpha 2 chain",-0.0962827093489427,6.28395004883973,-1.2432677024433,0.220313073959085,0.483620466477284,-5.55849358704489
"20","1028_at","TOP3A","7156","DNA topoisomerase III alpha",-0.0134998977767591,5.88825140719141,-0.169114942620096,0.866476573134599,0.943675544807788,-6.29557834717019
"21","1029_s_at","TXK","7294","TXK tyrosine kinase",-0.33261658892045,4.53498424657937,-2.69121378647603,0.0100082131507309,0.0803354778551421,-2.99977515869855
"22","1032_at","CXCR2","3579","C-X-C motif chemokine receptor 2",0.0710402177210057,8.30418006850774,0.578247669144999,0.56602693098073,0.776858724819687,-6.14494410336022
"23","1033_g_at","CXCR2","3579","C-X-C motif chemokine receptor 2",-0.0146356941099279,6.23296691717266,-0.177706929896174,0.859763753068042,0.938884388037541,-6.29410516587185
"24","1036_at","IL15","3600","interleukin 15",-0.306871005672878,4.10196251440792,-2.04958681542898,0.0463575356310515,0.201279798398062,-4.32726817448595
"25","1037_at","BAGE","574","B melanoma antigen",-0.0186853374176073,4.39918247600981,-0.277825778755549,0.782439463535241,0.898378330566175,-6.27157077954678
"26","1040_s_at","ABI2","10152","abl interactor 2",-0.359002601691724,5.76322422897085,-3.29444697347052,0.00194579694601444,0.027209691784595,-1.52575924834258
"27","1041_at","EFNA5","1946","ephrin A5",-0.0290059217255729,5.73912296357191,-0.408049869139651,0.685203849429664,0.849841679583116,-6.22750867587962
"28","1043_s_at","RAD52","5893","RAD52 homolog, DNA repair protein",0.0611458752615777,4.23865556237831,0.638431695135271,0.526481728004282,0.75048213593042,-6.10902907607685
"29","1048_at","RXRG","6258","retinoid X receptor gamma",0.142140321001578,5.51839387828245,1.64088870962297,0.10790709036723,0.330057935091082,-5.01787276203701
"30","1049_g_at","RXRG","6258","retinoid X receptor gamma",-0.118285837303314,7.03093259423046,-1.59293263512651,0.118290956115981,0.346543394822173,-5.09017754124139
"31","105_at","NR1I3","9970","nuclear receptor subfamily 1 group I member 3",0.0402057186295295,4.72617083554495,0.563441309038968,0.575977315297081,0.781093051029245,-6.15324390637399
"32","1050_at","MLANA","2315","melan-A",-0.0950951911332023,3.0193931185989,-1.66644872966265,0.102684854371426,0.321070141963377,-4.97856299948769
"33","1051_g_at","MLANA","2315","melan-A",0.00823601003418872,5.80916299164621,0.0789235060637623,0.937449126415542,0.974943098167191,-6.30664124034847
"34","1056_s_at","IL16","3603","interleukin 16",-0.106542241955964,4.53628745660862,-1.06936592107538,0.290700789664817,0.56185893573814,-5.75140286097673
"35","1059_at","NTRK3","4916","neurotrophic receptor tyrosine kinase 3",-0.00698896167705243,4.15049951464068,-0.0991361367162301,0.921477715180498,0.967253317244831,-6.30486104456517
"36","106_at","RUNX3","864","RUNX family transcription factor 3",-0.725121236256509,7.01326432038538,-2.066114184066,0.0446992189891876,0.198343685275088,-4.29664923100537
"37","1060_g_at","NTRK3","4916","neurotrophic receptor tyrosine kinase 3",0.132557019221693,7.20323326099781,1.35996873923476,0.180725451070705,0.436709727739279,-5.4139264760957
"38","1061_at","IL10RA","3587","interleukin 10 receptor subunit alpha",-0.218410435470613,7.25076593403979,-1.62528975965147,0.111199651744796,0.336713816281633,-5.0415998118394
"39","1065_at","FLT3","2322","fms related tyrosine kinase 3",-0.067845639813032,5.52125480960171,-0.802825033046246,0.426364954646299,0.683827566787433,-5.99323402068917
"40","1066_at","IL12RB1","3594","interleukin 12 receptor subunit beta 1",-0.144317653249362,6.59690772158236,-1.72903121880286,0.0907719983217282,0.300884538535579,-4.88007161101658
"41","1067_at","FLT3LG","2323","fms related tyrosine kinase 3 ligand",0.115993437749785,5.75460069863431,1.06743126052279,0.291563446563439,0.561937782933607,-5.7533949575491
"42","1068_g_at","FLT3LG","2323","fms related tyrosine kinase 3 ligand",-0.00623513301589274,7.87887203719451,-0.0908048091777081,0.92805729574167,0.970898747187054,-6.30564375662471
"43","1069_at","PTGS2","5743","prostaglandin-endoperoxide synthase 2",-0.681754054489504,4.78342310754735,-2.08715522481943,0.0426630524460843,0.19290066292532,-4.25737748166331
"44","107_at","RAB40AL","282808","RAB40A like",0.115663039481941,6.38468585390373,1.3576925833618,0.181441607078191,0.437326830722401,-5.41686024593399
"45","1071_at","GATA2","2624","GATA binding protein 2",-0.0608212381074313,6.84063201298095,-0.771559952095051,0.444474011212449,0.697226396316658,-6.01723866048593
"46","1072_g_at","GATA2","2624","GATA binding protein 2",-0.102092024706298,7.40012038567017,-1.05140765685576,0.298776697467731,0.569658032962585,-5.76976269544045
"47","1075_f_at","IFNA16","3449","interferon alpha 16",-0.0109052079221801,4.24440785151624,-0.15002044784331,0.881429879215874,0.948098286093847,-6.29859125018937
"48","1076_at","IL1A","3552","interleukin 1 alpha",0.138887782387236,3.71433180105531,1.21525967632379,0.230708372450609,0.496944595454793,-5.5913984634293
"49","1077_at","RAG1","5896","recombination activating 1",-0.121294438730521,3.70513839537985,-1.86407472257777,0.068950661432091,0.25609589439301,-4.65687926391762
"50","1078_at","PRLR","5618","prolactin receptor",-0.0660873967080322,4.37105630346251,-1.14136571831009,0.259854002720467,0.528139287337442,-5.67484250064361
"51","1079_g_at","PRLR","5618","prolactin receptor",0.0810818008235508,6.79898559433011,0.713204566962217,0.4794619459813,0.718983651141462,-6.05955836312065
"52","108_g_at","RAB40B","10966","RAB40B, member RAS oncogene family",0.0923783890819347,8.05677637837676,1.23416854020926,0.22365148596003,0.487041875031696,-5.56926021132145
"53","108_g_at","RAB40A","142684","RAB40A, member RAS oncogene family",0.0923783890819347,8.05677637837676,1.23416854020926,0.22365148596003,0.487041875031696,-5.56926021132145
"54","108_g_at","RAB40AL","282808","RAB40A like",0.0923783890819347,8.05677637837676,1.23416854020926,0.22365148596003,0.487041875031696,-5.56926021132145
"55","1080_s_at","CYP1A2","1544","cytochrome P450 family 1 subfamily A member 2",-0.075070562620307,5.08001209702099,-0.940830301689782,0.351897295545562,0.615378739857751,-5.87627434461964
"56","1082_at","PLCG1","5335","phospholipase C gamma 1",0.111944779878127,6.15351992440116,0.95065339852185,0.346941581219307,0.610043470242005,-5.86727023840837
"57","1084_at","ABL2","27","ABL proto-oncogene 2, non-receptor tyrosine kinase",-0.153531902214159,5.67150700734544,-2.30292592803746,0.0260396972994755,0.143876424622969,-3.83632328299359
"58","1086_at","CSF2RB","1439","colony stimulating factor 2 receptor beta common subunit",-0.0186893267117325,5.83987590137301,-0.214366786501825,0.831245368822188,0.92795212879129,-6.28700077610203
"59","1087_at","EPOR","2057","erythropoietin receptor",-0.544383789912705,6.6009501526262,-2.73816652736103,0.00886617902626691,0.0739368968811198,-2.89223741130752
"60","1088_at","BDNF","627","brain derived neurotrophic factor",-0.149352933155941,3.60573334070855,-1.30713683951675,0.197914854103607,0.457262872618156,-5.48085660826102
"61","1089_i_at",NA,NA,NA,1.18204552572282,8.75278069126567,4.50603476448353,4.78676104776028e-05,0.00218739285584128,1.90125443078194
"62","1092_at","EDN2","1907","endothelin 2",-0.0626671828036631,9.04681815377607,-0.758614966399696,0.452102875421756,0.702856288364998,-6.02690611916259
"63","1094_g_at","PPP2R1B","5519","protein phosphatase 2 scaffold subunit Abeta",-0.166744803409905,7.08187684951903,-1.66245406003541,0.103487044184985,0.322770744770297,-4.98474177369923
"64","1095_s_at","HGF","3082","hepatocyte growth factor",-0.050665285488535,2.83972404260464,-0.664766884289734,0.509647730688003,0.739340644961129,-6.09221682378938
"65","1096_g_at","CD19","930","CD19 molecule",-0.00399654768414237,6.29908808832419,-0.0397327113444866,0.968484862362416,0.987375916619627,-6.30894160013861
"66","1098_at","THPO","7066","thrombopoietin",0.0289636321174211,3.82931531210321,0.557635891372964,0.579901936680675,0.7835563007743,-6.15644028624558
"67","1099_s_at","GSTT2","2953","glutathione S-transferase theta 2 (gene/pseudogene)",0.418498648945448,5.63445650758905,2.46749911167712,0.0175418746479877,0.114783980237713,-3.49362194714587
"68","1099_s_at","GSTT2B","653689","glutathione S-transferase theta 2B (gene/pseudogene)",0.418498648945448,5.63445650758905,2.46749911167712,0.0175418746479877,0.114783980237713,-3.49362194714587
"69","110_at","CSPG4","1464","chondroitin sulfate proteoglycan 4",-0.0127792463895959,7.9549987245662,-0.171932605398688,0.864274042667515,0.942373576105447,-6.29510326333219
"70","1108_s_at","EPHA1","2041","EPH receptor A1",-0.781953991670985,6.59379089425812,-5.15920512736336,5.60951790321482e-06,0.000579130783526345,3.90971667131028
"71","1109_s_at","PDGFA","5154","platelet derived growth factor subunit A",-0.113370423039886,6.52592029860758,-1.34598065704641,0.185161051586671,0.441519616165822,-5.43188459012136
"72","1111_at","NCAM1","4684","neural cell adhesion molecule 1",0.0363102407268068,5.73767881947707,0.492692309432275,0.624664795121428,0.814493885917796,-6.18996975612409
"73","1112_g_at","NCAM1","4684","neural cell adhesion molecule 1",-0.0996669913570818,6.14336469041247,-1.02985168270325,0.308673341090333,0.577661589989461,-5.79141051188928
"74","1113_at","BMP2","650","bone morphogenetic protein 2",0.0492150834069598,4.67800904552676,0.284648218412531,0.777240947539889,0.896019762977709,-6.26967580919012
"75","1115_at","PF4","5196","platelet factor 4",-0.160053993040427,4.3591027293026,-1.81733414281578,0.0759380560419945,0.27172956510534,-4.73575828732844
"76","1117_at","CDA","978","cytidine deaminase",-0.119852629371779,6.16919099900324,-1.17652291559213,0.245673361566618,0.5148994199287,-5.63575321323136
"77","1118_at","PTGER4","5734","prostaglandin E receptor 4",-0.127830039733431,6.15834809484068,-1.48571680031764,0.144440848536502,0.387515751006254,-5.24490156189005
"78","112_g_at","TAF1","6872","TATA-box binding protein associated factor 1",0.00281674336507187,4.49642901009265,0.0217793404826377,0.982721841293841,0.992538733452247,-6.3094879320293
"79","1123_at","GHRHR","2692","growth hormone releasing hormone receptor",-0.112872386171614,7.08890176718153,-1.83968849563215,0.0725249710844272,0.264563876602185,-4.6982464118061
"80","1125_s_at","CD44","960","CD44 molecule (Indian blood group)",-0.582668349134889,5.36913132718524,-2.70293368519315,0.00971110214004558,0.0788055231888706,-2.97305539003495
"81","1127_at","RPS6KA1","6195","ribosomal protein S6 kinase A1",-0.51338490639763,8.17144450977539,-4.22980716127744,0.000115639660410269,0.00377012343150439,1.07862590778727
"82","1128_s_at","CCR1","1230","C-C motif chemokine receptor 1",-0.238197954644059,6.30782998572383,-1.99050021063861,0.0527315136215302,0.217600435558868,-4.43507523632646
"83","1129_at","GBX1","2636","gastrulation brain homeobox 1",0.0350058659597083,6.33765161471138,0.489431726223982,0.626952406353395,0.816077437641881,-6.19154514057068
"84","113_i_at","MAPT","4137","microtubule associated protein tau",-0.15580344206521,4.94426592263227,-1.23364578155005,0.22384441260502,0.487093130473452,-5.56987653116187
"85","1132_s_at","RARG","5916","retinoic acid receptor gamma",-0.159317722424862,7.15859168100873,-1.65818519199971,0.104349983429275,0.325081036464822,-4.99133026483079
"86","1133_at","EN2","2020","engrailed homeobox 2",-0.217004367811914,5.07352825085549,-2.06589127845957,0.044721236048493,0.198343685275088,-4.29706352969481
"87","1139_at","GNA13","10672","G protein subunit alpha 13",-0.068361868387468,5.80966460251724,-0.393422941721101,0.69589545490086,0.855908368882386,-6.2332866893449
"88","114_r_at","MAPT","4137","microtubule associated protein tau",-0.200595913830501,6.07340491141602,-1.53508504580522,0.131879332719753,0.367647767628208,-5.17485627283523
"89","1140_at","ITGAE","3682","integrin subunit alpha E",0.221666797923636,5.88350162854655,1.70833363315297,0.0945779541974856,0.306641628776652,-4.91299587262663
"90","1142_at",NA,NA,NA,-0.072247464002956,6.76065597500935,-1.06525046112671,0.292537987272229,0.563350355455157,-5.75563639940649
"91","1144_at","FGFR2","2263","fibroblast growth factor receptor 2",-0.131112677534141,4.72075623856417,-2.06910733409723,0.0444044911291176,0.198343685275088,-4.29108253693902
"92","1145_g_at","FGFR2","2263","fibroblast growth factor receptor 2",-0.326348662664113,6.61974228392569,-2.32199172612589,0.0248948009962812,0.140225404136282,-3.79755299581477
"93","1146_at","CD4","920","CD4 molecule",-0.288177293817566,6.85350692329477,-1.37267826685323,0.176766446861273,0.432035484985356,-5.39746220293865
"94","1148_s_at","NRG1","3084","neuregulin 1",-0.173585375151156,4.77752285784795,-1.61566203862455,0.11327244581408,0.339645835195923,-5.05614427704281
"95","1149_at","TFEB","7942","transcription factor EB",-0.199956458117322,5.22901452458257,-1.87730788977552,0.0670744815242784,0.252198053367985,-4.6342377566996
"96","1152_i_at","CGB3","1082","chorionic gonadotropin subunit beta 3",-0.321794976733949,5.37420325331855,-1.56900807705193,0.123766616934766,0.355637429285178,-5.12553745495696
"97","1152_i_at","CGB5","93659","chorionic gonadotropin subunit beta 5",-0.321794976733949,5.37420325331855,-1.56900807705193,0.123766616934766,0.355637429285178,-5.12553745495696
"98","1152_i_at","CGB7","94027","chorionic gonadotropin subunit beta 7",-0.321794976733949,5.37420325331855,-1.56900807705193,0.123766616934766,0.355637429285178,-5.12553745495696
"99","1152_i_at","CGB8","94115","chorionic gonadotropin subunit beta 8",-0.321794976733949,5.37420325331855,-1.56900807705193,0.123766616934766,0.355637429285178,-5.12553745495696
"100","1152_i_at","CGB1","114335","chorionic gonadotropin subunit beta 1",-0.321794976733949,5.37420325331855,-1.56900807705193,0.123766616934766,0.355637429285178,-5.12553745495696
"101","1152_i_at","CGB2","114336","chorionic gonadotropin subunit beta 2",-0.321794976733949,5.37420325331855,-1.56900807705193,0.123766616934766,0.355637429285178,-5.12553745495696
"102","1153_f_at","CGB3","1082","chorionic gonadotropin subunit beta 3",0.147978927957286,8.7050829015227,1.75467797199677,0.0862335542527963,0.29207294347469,-4.83879706741793
"103","1153_f_at","CGB5","93659","chorionic gonadotropin subunit beta 5",0.147978927957286,8.7050829015227,1.75467797199677,0.0862335542527963,0.29207294347469,-4.83879706741793
"104","1153_f_at","CGB7","94027","chorionic gonadotropin subunit beta 7",0.147978927957286,8.7050829015227,1.75467797199677,0.0862335542527963,0.29207294347469,-4.83879706741793
"105","1153_f_at","CGB8","94115","chorionic gonadotropin subunit beta 8",0.147978927957286,8.7050829015227,1.75467797199677,0.0862335542527963,0.29207294347469,-4.83879706741793
"106","1153_f_at","CGB1","114335","chorionic gonadotropin subunit beta 1",0.147978927957286,8.7050829015227,1.75467797199677,0.0862335542527963,0.29207294347469,-4.83879706741793
"107","1153_f_at","CGB2","114336","chorionic gonadotropin subunit beta 2",0.147978927957286,8.7050829015227,1.75467797199677,0.0862335542527963,0.29207294347469,-4.83879706741793
"108","1155_at",NA,NA,NA,0.163768796039374,8.30223769427191,1.46388198972263,0.150290983893809,0.395102681870496,-5.27522316250565
"109","1156_at","SP1","6667","Sp1 transcription factor",-0.466362739215618,6.0737764599673,-3.09271399708039,0.00342832172577899,0.0394314935174192,-2.03993951376002
"110","1157_s_at","IFNAR1","3454","interferon alpha and beta receptor subunit 1",-0.454197439991108,5.76646975601543,-3.39393328408503,0.00146237340262283,0.0224593160320173,-1.26510049573614
"111","1159_at","IL7","3574","interleukin 7",-0.0416347230394707,3.20957190948752,-0.493034636341229,0.624424836328644,0.814493885917796,-6.18980375739502
"112","1167_s_at","MMP15","4324","matrix metallopeptidase 15",-0.176192146083737,8.75236013577769,-1.8437446950854,0.0719197922260806,0.263534316462373,-4.69139791973379
"113","1168_at","PCDHB17P","54661","protocadherin beta 17 pseudogene",0.0588927922520774,4.66561447294076,0.616273623038921,0.54086995845509,0.759152545897686,-6.12265808707244
"114","1172_at","SAT1","6303","spermidine/spermine N1-acetyltransferase 1",0.101325359394534,6.18533396730504,1.35226052678966,0.18315951578852,0.439567068670254,-5.42384347901659
"115","1174_at","MOS","4342","MOS proto-oncogene, serine/threonine kinase",-0.0650203308802144,4.7707006563359,-0.974115371084878,0.335291935173333,0.600852632141219,-5.84540187714834
"116","1175_s_at","CYP2C8","1558","cytochrome P450 family 2 subfamily C member 8",0.039123450155147,5.26258890456935,0.481144672500137,0.632783249376243,0.819514579609142,-6.19550255431436
"117","1176_at","ITGB3","3690","integrin subunit beta 3",0.0232820927016357,5.98819286501597,0.242264278722068,0.809694186321415,0.915256506233149,-6.28070626864914
"118","118_at","ITPKA","3706","inositol-trisphosphate 3-kinase A",-0.208767717803033,6.14627313080893,-2.16530703434401,0.0357936299334613,0.171877249680488,-4.10869300874627
"119","1181_at","GNL1","2794","G protein nucleolar 1 (putative)",0.0517818444986151,7.38304422821242,0.529139257534605,0.599352110801727,0.797467307331654,-6.17165666106794
"120","1183_at","CCL17","6361","C-C motif chemokine ligand 17",-0.126458610053902,5.21979645631663,-1.0431430712106,0.302544892585886,0.572812507585796,-5.77811287676528
"121","1185_at","IL3RA","3563","interleukin 3 receptor subunit alpha",-0.0116048037962226,6.51981518004778,-0.177316430545541,0.860068622369098,0.938884388037541,-6.29417370190461
"122","1186_at","GDF10","2662","growth differentiation factor 10",0.0150868324955202,3.72416809561054,0.0987320060592624,0.921796748793145,0.967253317244831,-6.30490059573082
"123","1187_at","LIG3","3980","DNA ligase 3",-0.0510682948162788,7.48303498931361,-0.807564247987128,0.423659294897798,0.681251966846041,-5.98951457718381
"124","1188_g_at","LIG3","3980","DNA ligase 3",0.0328879520901424,6.23356830180207,0.317947530070879,0.752019659487118,0.885803845687868,-6.25976975325061
"125","1190_at","PTPRO","5800","protein tyrosine phosphatase receptor type O",-0.748188899399167,3.99435589529844,-4.13072584381884,0.000157959996637101,0.00481216929645814,0.78851109540258
"126","1193_at","UBE3A","7337","ubiquitin protein ligase E3A",-0.0793591350686649,6.95773287366073,-0.835938575809179,0.407678627234226,0.671112509219583,-5.96680202699957
"127","1194_g_at","UBE3A","7337","ubiquitin protein ligase E3A",-0.0578553503300476,5.13520194864574,-0.757563877830884,0.452725656037718,0.702932339495662,-6.02768409556544
"128","1198_at","EDNRB","1910","endothelin receptor type B",-0.0112291589455515,3.27151304740061,-0.140458645216199,0.888934746150096,0.951211364642378,-6.29996466449466
"129","1200_at","GLI2","2736","GLI family zinc finger 2",-0.104688938274816,5.86931948343094,-1.19883335066406,0.236970456178475,0.504433101639937,-5.61037117024497
"130","1201_at","RAB33A","9363","RAB33A, member RAS oncogene family",-0.0559938008161929,4.49277124592962,-0.680097772297616,0.499983708110483,0.733080943796536,-6.08212315186418
"131","1202_g_at","RAB33A","9363","RAB33A, member RAS oncogene family",-0.0329007542409938,6.52057650040753,-0.425817339454481,0.672304014284716,0.845661270327272,-6.22020863574914
"132","1203_at","INHBA","3624","inhibin subunit beta A",-0.0490554898180715,4.22185470572508,-0.648682541675112,0.519894425208879,0.745859861178461,-6.10256417817508
"133","1204_at","DGKG","1608","diacylglycerol kinase gamma",0.0265673577180223,4.82827400380344,0.347487102205513,0.729872034056434,0.875061632228951,-6.25007027549185
"134","1205_at",NA,NA,NA,-0.0665216769518215,4.36708980666952,-0.763738355016505,0.449074394826457,0.70004840834684,-6.02309894744283
"135","1206_at","CDK5","1020","cyclin dependent kinase 5",-0.762621662980838,7.10064708344526,-5.39880678806534,2.51718233866432e-06,0.000334125989001276,4.66232720174755
"136","1207_at","CDK6","1021","cyclin dependent kinase 6",0.0637811335051657,6.14598022114403,0.659192227024407,0.513186702906447,0.741195820907627,-6.09583122569234
"137","1208_at","PTK6","5753","protein tyrosine kinase 6",-0.231459199278211,6.53145385702764,-2.0498213947877,0.0463336287438457,0.201279798398062,-4.32683499837841
"138","1209_at","TRAF6","7189","TNF receptor associated factor 6",-0.00827036117658686,5.91525325866909,-0.111032905311912,0.912092105098328,0.962891349981285,-6.30362439596851
"139","1210_s_at","TNFRSF25","8718","TNF receptor superfamily member 25",0.0202920724743993,7.10908434182798,0.217398815121682,0.828896398132874,0.927000485374277,-6.28635382675086
"140","1212_at","GSTZ1","2954","glutathione S-transferase zeta 1",-0.18445307394635,7.17465396714853,-2.19726958403913,0.0332778616233704,0.166063931278284,-4.04662040843002
"141","1214_s_at","IFNB1","3456","interferon beta 1",0.0189663687878374,3.86711702534902,0.211781521000153,0.833249456622253,0.928808714137811,-6.28754523745791
"142","1217_g_at","PRKCB","5579","protein kinase C beta",-0.200790906545514,4.45102305967626,-1.63443696428205,0.109259092369395,0.332670365898075,-5.02771055062625
"143","1219_at","IRF2","3660","interferon regulatory factor 2",0.149297653809445,6.62587126007868,1.04594920154825,0.301261802587868,0.571235710155618,-5.77528470350015
"144","122_at","PRIM2","5558","DNA primase subunit 2",-0.334723087180134,5.44125929938568,-3.33664420102552,0.00172464078971376,0.0249736945523486,-1.4157508843595
"145","1221_at","RAB5B","5869","RAB5B, member RAS oncogene family",-0.106821285346297,6.57949246671024,-0.698540708782184,0.48849247844621,0.725838370825591,-6.06968221894737
"146","1223_at","CDK18","5129","cyclin dependent kinase 18",-0.0696650307981725,6.38449804559052,-0.783979592746131,0.437226644597761,0.692535429919029,-6.00781403349475
"147","1227_g_at","ADAM17","6868","ADAM metallopeptidase domain 17",-0.401922231218037,5.45860414524137,-2.38372000471004,0.0214909616478034,0.129538734951287,-3.67033844764824
"148","1233_s_at","AXL","558","AXL receptor tyrosine kinase",0.0641369883092402,8.62451566048699,0.779739824497437,0.439692780429581,0.694109845267696,-6.01104782199549
"149","1234_at","EPHA3","2042","EPH receptor A3",0.0545294923091442,4.29400388072764,0.730807367782344,0.468747020924889,0.714185629815064,-6.0471343199667
"150","1236_s_at","NF1","4763","neurofibromin 1",-0.0815537976638838,7.00883059850164,-0.851383877792374,0.399137967229555,0.66504619756874,-5.95411961905631
"151","1239_s_at","CASP2","835","caspase 2",-0.139470374075829,5.23582713866337,-1.75580261698632,0.0860389537596538,0.291858998062067,-4.83697507293471
"152","1240_at","CASP2","835","caspase 2",-0.16088385425572,6.40013536960374,-2.15708404375011,0.0364674001062344,0.174511378190778,-4.12454458329135
"153","1246_at","PTPRS","5802","protein tyrosine phosphatase receptor type S",-0.0337832932995248,8.56270505226111,-0.298500447329083,0.766717828290647,0.892742667652539,-6.26568740663799
"154","1247_g_at","PTPRS","5802","protein tyrosine phosphatase receptor type S",-0.193396659487365,5.777566929119,-1.19719025447747,0.237603613101652,0.505394942022782,-5.61225569951656
"155","1249_at","GAB1","2549","GRB2 associated binding protein 1",0.191076726973961,4.34668155358845,1.58804415596845,0.119393533554014,0.347951019488476,-5.09744126398914
"156","1251_g_at","RAP1GAP","5909","RAP1 GTPase activating protein",-0.704646618928256,6.6347334397158,-4.25677333957708,0.000106183249255513,0.00372216956371498,1.15806276496982
"157","1254_at","GUCA1A","2978","guanylate cyclase activator 1A",0.131957644522688,7.93015262808005,1.18162075492968,0.243664626061996,0.512808716608392,-5.62999288205942
"158","1255_g_at","GUCA1A","2978","guanylate cyclase activator 1A",0.111486144266532,4.66942817865545,1.29840947877749,0.200869772000742,0.460274960503139,-5.49167754756855
"159","1256_at","PTPRD","5789","protein tyrosine phosphatase receptor type D",0.213292516649468,5.73783386208199,1.73291483297669,0.0900722460699082,0.300125636266167,-4.87385541328682
"160","1259_at","ZNF23","7571","zinc finger protein 23",0.0869310726829848,6.55697159551709,0.961096902331943,0.341723499772949,0.605612724279965,-5.85759914500412
"161","126_s_at","SSX2","6757","SSX family member 2",-0.203866824584641,2.90404687281458,-2.28943039165473,0.0268783179028359,0.146908453243441,-3.86361601937934
"162","126_s_at","SSX4","6759","SSX family member 4",-0.203866824584641,2.90404687281458,-2.28943039165473,0.0268783179028359,0.146908453243441,-3.86361601937934
"163","126_s_at","SSX4B","548313","SSX family member 4B",-0.203866824584641,2.90404687281458,-2.28943039165473,0.0268783179028359,0.146908453243441,-3.86361601937934
"164","126_s_at","SSX2B","727837","SSX family member 2B",-0.203866824584641,2.90404687281458,-2.28943039165473,0.0268783179028359,0.146908453243441,-3.86361601937934
"165","1260_s_at","GSTA2","2939","glutathione S-transferase alpha 2",0.803639474790177,5.31821766120501,1.61975396703259,0.112387661361083,0.338681736263804,-5.04997199354702
"166","1260_s_at","GSTA1","2938","glutathione S-transferase alpha 1",0.803639474790177,5.31821766120501,1.61975396703259,0.112387661361083,0.338681736263804,-5.04997199354702
"167","1260_s_at","GSTA3","2940","glutathione S-transferase alpha 3",0.803639474790177,5.31821766120501,1.61975396703259,0.112387661361083,0.338681736263804,-5.04997199354702
"168","1261_i_at","GSTA2","2939","glutathione S-transferase alpha 2",0.0596386856201221,7.05089088173528,0.481333800702209,0.632649911705986,0.819514579609142,-6.19541298309226
"169","1261_i_at","GSTA1","2938","glutathione S-transferase alpha 1",0.0596386856201221,7.05089088173528,0.481333800702209,0.632649911705986,0.819514579609142,-6.19541298309226
